date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:47:09	75165/75165	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Mar%202021%2015:09:08%20GMT	https://stmdigitalpro.com/assets/images/extra-2/footer/footer-bg.png	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/images/extra-2/footer/footer-bg.png	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:09	14968/14968	---M-Z	200	added ('OK')	image/png	etag:%226846c65c6a31a6c3b61827c7efad1114%22	https://images.tcdn.com.br/static_inst/integracao/imagens/whatsapp.png	F:/Torrents/Site%20clonado/images.tcdn.com.br/static_inst/integracao/imagens/whatsapp.png	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:10	86927/86927	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Apr%202020%2004:40:12%20GMT	https://stmdigitalpro.com/assets/js/jquery-3.3.1.min.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/jquery-3.3.1.min.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:10	8636/8636	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Apr%202020%2004:40:12%20GMT	https://stmdigitalpro.com/assets/js/modernizr-3.6.0.min.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/modernizr-3.6.0.min.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:12	706/706	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Apr%202020%2004:40:14%20GMT	https://stmdigitalpro.com/assets/js/plugins.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/plugins.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:12	60010/60010	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Apr%202020%2004:40:12%20GMT	https://stmdigitalpro.com/assets/js/bootstrap.min.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/bootstrap.min.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:12	25728/25728	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Apr%202020%2004:40:12%20GMT	https://stmdigitalpro.com/assets/js/magnific-popup.min.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/magnific-popup.min.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:13	253680/253680	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Apr%202020%2004:40:12%20GMT	https://stmdigitalpro.com/assets/js/jquery-ui.min.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/jquery-ui.min.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:13	8416/8416	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Apr%202020%2004:40:14%20GMT	https://stmdigitalpro.com/assets/js/wow.min.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/wow.min.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:13	8846/8846	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Apr%202020%2012:40:58%20GMT	https://stmdigitalpro.com/assets/js/waypoints.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/waypoints.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:13	4045/4045	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Apr%202020%2004:40:12%20GMT	https://stmdigitalpro.com/assets/js/nice-select.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/nice-select.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:14	62477/62477	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20May%202020%2017:30:02%20GMT	https://stmdigitalpro.com/assets/js/owl.min.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/owl.min.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:14	1269/1269	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Apr%202020%2003:24:06%20GMT	https://stmdigitalpro.com/assets/js/counterup.min.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/counterup.min.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:14	5002/5002	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Apr%202020%2004:40:14%20GMT	https://stmdigitalpro.com/assets/js/paroller.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/paroller.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:22	21417/21417	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Mar%202021%2013:51:12%20GMT	https://stmdigitalpro.com/assets/js/main.js	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/js/main.js	(from https://stmdigitalpro.com/?gclid=CjwKCAjw5P2aBhAlEiwAAdY7dHFg6Q8GZTSVRuTQUSZjMLkOY-f0EL3_BmVK-qXmUvH7JYLV-5xFkBoC-UgQAvD_BwE)
16:47:23	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Mar%202020%2007:46:02%20GMT	https://stmdigitalpro.com/assets/webfonts/fa-brands-400.eot	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/webfonts/fa-brands-400.eot	(from https://stmdigitalpro.com/assets/css/all.min.css)
16:47:24	76612/76612	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Mar%202020%2007:46:02%20GMT	https://stmdigitalpro.com/assets/webfonts/fa-brands-400.woff2	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/webfonts/fa-brands-400.woff2	(from https://stmdigitalpro.com/assets/css/all.min.css)
16:47:24	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Mar%202020%2007:46:02%20GMT	https://stmdigitalpro.com/assets/webfonts/fa-brands-400.eot?	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/webfonts/fa-brands-400d41d.eot	(from https://stmdigitalpro.com/assets/css/all.min.css)
16:47:25	89824/89824	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Mar%202020%2007:46:02%20GMT	https://stmdigitalpro.com/assets/webfonts/fa-brands-400.woff	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/webfonts/fa-brands-400.woff	(from https://stmdigitalpro.com/assets/css/all.min.css)
16:47:25	132728/132728	---M--	200	added ('OK')	font/ttf	date:Tue,%2024%20Mar%202020%2007:46:02%20GMT	https://stmdigitalpro.com/assets/webfonts/fa-brands-400.ttf	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/webfonts/fa-brands-400.ttf	(from https://stmdigitalpro.com/assets/css/all.min.css)
16:47:25	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Mar%202020%2007:46:02%20GMT	https://stmdigitalpro.com/assets/webfonts/fa-regular-400.eot	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/webfonts/fa-regular-400.eot	(from https://stmdigitalpro.com/assets/css/all.min.css)
16:47:25	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Mar%202020%2007:46:02%20GMT	https://stmdigitalpro.com/assets/webfonts/fa-regular-400.eot?	F:/Torrents/Site%20clonado/stmdigitalpro.com/assets/webfonts/fa-regular-400d41d.eot	(from https://stmdigitalpro.com/assets/css/all.min.css)
